bookID,title,authors,average_rating
11240,Bruno's Dream,Iris Murdoch,3.76
11244,Mystical Paths (Starbridge  #5),Susan Howatch,4.23
11245,Glittering Images (Starbridge  #1),Susan Howatch,4.07
11247,Scandalous Risks,Susan Howatch,4.20
11251,Glamorous Powers (Starbridge  #2),Susan Howatch,4.19
11253,A Severed Head,Iris Murdoch,3.73
11262,Absolute Truths (Starbridge  #6),Susan Howatch,4.34
11263,The Shrouded Walls,Susan Howatch,3.40
11269,Waiting Sands,Susan Howatch,3.43
11277,The Hollow Man,Dan Simmons,3.46
11278,Hardcase (Joe Kurtz  #1),Dan Simmons,3.68
11279,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02
11285,Vengeance (Joe Kurtz  #1),Dan Simmons,3.68
11286,Carrion Comfort,Dan Simmons,3.90
11289,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,4.18
11290,Children of the Night,Dan Simmons,3.71
11295,The Group,Mary McCarthy,3.66
11296,Haruki Murakami and the Music of Words,Jay Rubin,3.83
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03
11298,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95
11301,Horton Hatches the Egg,Dr. Seuss,4.16
11308,Seaward,Susan Cooper,3.97
11311,The Boggart,Susan Cooper/Omar Rayyan,3.75
11313,Silver on the Tree (The Dark is Rising  #5),Susan Cooper,4.15
11317,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22
11318,Trouble Is My Business,Raymond Chandler,4.06
11320,The Captain's Verses,Pablo Neruda/Donald Devenish Walsh,4.25
11323,Herbert the Timid Dragon,Mercer Mayer,4.62
11324,Under the Net,Iris Murdoch,3.77
11326,Love,Toni Morrison,3.75
11333,Beloved,Toni Morrison/A.S. Byatt,3.83
11334,Song of Solomon,Toni Morrison,4.06
11337,The Bluest Eye,Toni Morrison,4.03
11339,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39
11340,Jazz,Toni Morrison,3.81
11341,Jazz,Toni Morrison,3.81
11346,Sula,Toni Morrison,3.93
11347,Sula,Toni Morrison,3.93
11349,Sula,Toni Morrison,3.93
11352,Sula,Toni Morrison,3.93
11355,Tar baby,Toni Morrison,3.93
11359,Tar Baby,Toni Morrison,3.93
11364,Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard/Megan McMorris,4.24
11366,The Guns of August,Barbara W. Tuchman/Robert K. Massie,4.17
11371,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77
11372,Babbitt,Sinclair Lewis,3.66
11373,Main Street,Sinclair Lewis/Brooke Allen,3.77
11376,Main Street,Sinclair Lewis,3.77
11377,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis/Richard R. Lingeman,3.90
11378,Elmer Gantry,Sinclair Lewis,3.99
11380,Die Geisha,Arthur Golden,4.11
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.90
11389,Arrowsmith,Sinclair Lewis/E.L. Doctorow,3.82
11390,Something Wicked This Way Comes,Ray Bradbury,3.94
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,4.20
11406,A Door of Hope,Jan Frank,3.97
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91
11426,Family (Firstborn  #4),Karen Kingsbury,4.42
11427,Found (Firstborn  #3),Karen Kingsbury,4.44
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43
11429,Ever After (Lost Love  #2),Karen Kingsbury,4.32
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49
11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.50
11433,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38
11434,Forgiven (Firstborn  #2),Karen Kingsbury,4.41
11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42
11439,All of Us: The Collected Poems,Raymond Carver,4.30
11441,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11
11449,Cathedral,Raymond Carver,4.28
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08
11464,Old School,Tobias Wolff,3.82
11466,This Boy's Life,Tobias Wolff,3.98
11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24
11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37
11478,The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,4.01
11481,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson,3.81
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,4.07
11486,The Color Purple,Alice Walker,4.20
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49
11494,Humboldt's Gift,Saul Bellow,3.86
11499,The Promise,Chaim Potok,4.15
11502,The Gift of Asher Lev,Chaim Potok,4.16
11503,In the Beginning,Chaim Potok,4.08
11507,My Name Is Asher Lev,Chaim Potok,4.21
11511,L'Échiquier du mal,Dan Simmons,3.90
11514,L'Éveil d'Endymion II,Dan Simmons,4.25
11516,Les Larmes d'Icare,Dan Simmons/Jean-Daniel Brèque,3.81
11518,L'Épée de Darwin,Dan Simmons/Guy Abadia,3.33
11519,Les Fils des ténèbres,Dan Simmons,3.71
11520,Endymion: Pforten der Zeit,Dan Simmons,4.17
11525,1 000 Places to See Before You Die,Patricia Schultz,3.85
11535,The Crook Factory,Dan Simmons,3.80
11541,Swan Song,Robert R. McCammon,4.28
11548,Mine,Robert R. McCammon,3.90
11549,Gone South,Robert R. McCammon,3.93
11550,Usher's Passing,Robert R. McCammon,3.92
11551,The Wolf's Hour,Robert R. McCammon,4.06
11552,Mystery Walk,Robert R. McCammon,3.89
11553,Boy's Life,Robert R. McCammon,4.35
11556,Stinger,Robert R. McCammon,3.87
11557,Swan Song,Robert R. McCammon,4.28
11563,Danse Macabre,Stephen King,3.64
11565,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,4.47
11566,The Green Mile,Stephen King,4.44
11570,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63
11571,Storm of the Century: An Original Screenplay,Stephen King,3.92
11574,The Body,Stephen King/Robin Waterfield,4.25
11580,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,4.07
11584,On Writing: A Memoir,Stephen King,4.33
11588,The Shining,Stephen King,4.22
11594,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King/Verónica Canales,4.24
11597,The Dark Half,Stephen King,3.77
11601,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh/Robert E. Weinberg,3.42
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59
11605,Riding the Bullet,Stephen King/Josh Hamilton,3.63
11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11
11608,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.00
11611,Stand by Me,Raynold Gideon,4.32
11613,La danza de la muerte,Stephen King/Eduardo Goligorsky,4.34
11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,3.84
11617,The Life of Emily Dickinson,Richard B. Sewall,4.29
11619,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,4.25
11621,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31
11625,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27
11627,The Colossus and Other Poems,Sylvia Plath,4.19
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92
11632,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17
11635,The Death and Life of Sylvia Plath,Ronald Hayman,3.67
11643,Te Kaihau: The Windeater,Keri Hulme,3.72
11648,Everyman,Philip Roth,3.58
11650,American Pastoral (The American Trilogy  #1),Philip Roth,3.92
11653,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81
11654,Sabbath's Theater,Philip Roth,3.85
11655,The Counterlife,Philip Roth,3.91
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26
11657,Terrorist,John Updike,3.17
11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98
11664,Brazil,John Updike,3.45
11665,Conversations with John Updike,James Plath,3.57
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68
11670,Mr. Ives' Christmas,Oscar Hijuelos,3.76
11671,A Simple Habana Melody,Oscar Hijuelos,3.45
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69
11684,The Known World,Edward P. Jones,3.83
11686,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27
11690,Istanbul: Memories and the City,Orhan Pamuk,3.79
11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91
11693,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,3.46
11695,La Vida Nueva,Orhan Pamuk/Rafael Carpintero,3.56
11697,Granta 85: Hidden Histories,Ian Jack,3.83
11698,Me llamo rojo,Orhan Pamuk/Rafael Carpintero,3.85
11701,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.30
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,4.14
11704,Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,4.22
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21
11707,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,4.21
11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,3.86
11723,Angels & Insects,A.S. Byatt,3.65
11728,The Blue Flower,Penelope Fitzgerald,3.47
11729,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,4.07
11734,The Human Stain (The American Trilogy  #3),Philip Roth,3.88
11741,Housekeeping,Marilynne Robinson,3.82
11751,All Aunt Hagar's Children: Stories,Edward P. Jones,3.78
11752,Lost in the City,Edward P. Jones,4.03
11762,White Noise,Don DeLillo,3.87
11765,Americana,Don DeLillo,3.43
11766,Love-Lies-Bleeding,Don DeLillo,3.41
11767,The Body Artist,Don DeLillo,3.24
11768,The Hotel New Hampshire,John Irving,3.90
11769,The Hotel New Hampshire,John Irving,3.90
11771,Das Hotel New Hampshire,John Irving/Hans Hermann,3.90
11772,El Hotel New Hampshire,John Irving/Iris Menéndez,3.90
11777,Black Girl/White Girl,Joyce Carol Oates,3.23
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,3.71
11780,You Must Remember This,Joyce Carol Oates,3.76
11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.80
11782,Missing Mom,Joyce Carol Oates,3.55
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46
11785,Zombie,Joyce Carol Oates,3.34
11796,Sabbath's Theater,Philip Roth,3.85
11801,The Stone Diaries,Carol Shields,3.87
11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83
11824,The Whipping Boy,Sid Fleischman/Peter Sís,3.57
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96
11854,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,1.00
11861,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,4.17
11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25
11873,The Confessions of Nat Turner,William Styron,3.97
11876,Set This House On Fire,William Styron,3.69
11878,Darkness Visible: A Memoir of Madness,William Styron,4.04
11880,A Book of Blue Flowers,Robert L. Geneve,3.83
11886,Falconer,John Cheever,3.66
11890,The Wapshot Chronicle,John Cheever/Rick Moody,3.76
11900,72 Hour Hold,Bebe Moore Campbell,3.81
11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11
11907,The Victim,Saul Bellow,3.53
11908,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84
11910,Mr. Sammler's Planet,Saul Bellow/Stanley Crouch,3.76
11912,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,4.19
11915,Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19
11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89
11918,Bitten (Otherworld  #1),Kelley Armstrong,4.05
11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13
11922,Stolen (Women of the Otherworld  #2),Kelley Armstrong,4.15
11926,Moderato cantabile,Marguerite Duras,3.51
11932,The Line Between,Peter S. Beagle,4.12
11933,Tamsin,Peter S. Beagle,4.02
11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,4.21
11938,The Innkeeper's Song,Peter S. Beagle,3.89
11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37
11963,Les petits chevaux de Tarquinia,Marguerite Duras,3.75
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75
11978,Terraforming Earth,Jack Williamson,3.46
11980,Les jeux sont faits,Jean-Paul Sartre,3.96
11988,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,4.34
11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15
11991,The Fall,Albert Camus/Justin O'Brien,4.04
11993,Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,4.19
11995,Resistance  Rebellion and Death: Essays,Albert Camus/Justin O'Brien,4.20
11996,I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,4.09
12000,Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,4.37
12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,4.11
12009,The Algebraist,Iain M. Banks,4.02
12013,Excession (Culture  #5),Iain M. Banks,4.21
12016,Look to Windward (Culture  #7),Iain M. Banks,4.20
12017,Inversions (Culture  #6),Iain M. Banks,3.92
12018,Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst,4.21
12019,Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,3.92
12022,A Song Of Stone,Iain Banks,3.17
12034,Selected Poems,Herman Melville/Robert Faggen,3.77
12035,Herman Melville: A Biography,Hershel Parker,4.22
12036,The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale,3.65
12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48
12045,An Unofficial Rose,Iris Murdoch,3.76
12047,Days: A Tangier Diary,Paul Bowles,3.31
12048,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern,4.19
12049,The Spider's House,Paul Bowles/Francine Prose,4.02
12050,A Hundred Camels in the Courtyard,Paul Bowles,3.98
12052,Collected Stories and Later Writings,Paul Bowles/Daniel Halpern,4.41
12053,The Sheltering Sky,Paul Bowles,3.91
12055,Points in Time,Paul Bowles,3.67
12059,The Accidental Bodyguard (Accidental  #2),Ann Major,3.25
12066,The Nice and the Good,Iris Murdoch,3.84
12069,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,3.77
12070,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,4.25
12071,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett/Neil Gaiman,4.25
12073,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,4.23
12074,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow,3.76
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,4.07
12076,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,4.23
12077,On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,4.16
12078,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,4.01
12079,Ludwig Wittgenstein: The Duty of Genius,Ray Monk,4.36
12080,Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,4.06
12081,The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees,4.14
12083,Long Day's Journey into Night,Eugene O'Neill/Harold Bloom,4.07
12086,Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,4.00
12090,En attendant Godot,Samuel Beckett,3.83
12091,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,4.00
12095,The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen,4.04
12099,Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson,4.11
12108,The Discovery of New Worlds (Story of the World  #2),Margaret Bertha Synge,3.50
12113,Six Characters in Search of an Author and Other Plays,Luigi Pirandello/Mark Musa,3.95
12114,The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum,3.85
12116,The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,4.03
12117,One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,4.10
12118,Henry IV,Luigi Pirandello/Tom Stoppard,3.91
12120,Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,3.74
12123,Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,4.09
12125,Homecoming (Tillerman Cycle  #1),Cynthia Voigt,3.94
12137,Buried Child,Sam Shepard,3.91
12142,Seven Plays,Sam Shepard/Richard Gilman,4.18
12143,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,4.15
12147,Watership Down,Richard  Adams,4.06
12148,Watership Down,Richard  Adams,4.06
12149,Tales from Watership Down,Richard  Adams,3.79
12155,The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman,4.27
12157,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,4.11
12169,All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III,3.96
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,4.25
12180,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,3.96
12186,Invitation to a Beheading,Vladimir Nabokov,3.90
12187,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,4.15
12188,Strong Opinions,Vladimir Nabokov,4.00
12193,The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,4.28
12194,Lord Jim,Joseph Conrad,3.62
12195,Typhoon and Other Tales,Joseph Conrad/Cedric Watts,3.90
12201,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,4.40
12202,The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem,4.25
12203,Frost,Thomas Bernhard/Michael Hofmann,3.88
12204,The Road Not Taken and Other Poems,Robert Frost,4.28
12210,Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson,4.32
12212,Robert Frost: A Life,Jay Parini,4.11
12216,Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,4.08
12220,A Streetcar Named Desire,Tennessee Williams,3.98
12222,A Streetcar Named Desire,Tennessee Williams/Arthur  Miller,3.98
12224,Streetcar Suburbs: The Process of Growth in Boston  1870-1900,Sam Bass Warner, Jr./Sam B. Warner
12225,A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes,3.29
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,3.70
12230,Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,3.90
12240,The Play Soldier,Chet Green,4.50
12248,Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell,4.14
12249,The New Testament,Richmond Lattimore,4.32
12250,Greek Lyrics,Richmond Lattimore,3.98
12254,The Iliad,Homer/Robert Fagles/Derek Jacobi,3.86
12256,The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,4.50
12263,The Gray-Eyed Goddess (Tales from the Odyssey  #4),Mary Pope Osborne/Troy Howell/Homer,4.09
12268,Collected Stories,Tennessee Williams/Gore Vidal,4.31
12274,Saint Joan,George Bernard Shaw/Dan H. Laurence/Imogen Stubbs,3.80
12275,The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,3.87
12279,Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,4.28
12288,The Adventures of Race Williams,Carroll John Daly,3.45
12290,The Hidden Hand,Carroll John Daly/Drew Bishop,3.43
12292,Murder from the East,Carroll John Daly,3.63
12293,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,4.25
12296,The Scarlet Letter,Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym,3.40
12297,The Scarlet Letter,Nathaniel Hawthorne/Kathryn Harrison,3.40
12299,The Scarlet Letter,Nathaniel Hawthorne,3.40
12300,The Scarlet Letter,Nathaniel Hawthorne,3.40
12301,The Scarlet Letter,Nathaniel Hawthorne,3.40
12302,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson,3.40
12315,The Birth of Tragedy,Friedrich Nietzsche/Clifton Fadiman,3.98
12317,Human  All Too Human (Complete Works 3),Friedrich Nietzsche/Gary Handwerk,4.21
12319,Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,4.11
12321,Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,4.01
12322,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale,4.18
12328,How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum/Ron Zalme,4.21
12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,4.01
12346,Premières Histoires,João Guimarães Rosa,4.33
12349,My Year of Meats,Ruth Ozeki,3.96
12350,Beef,Ruth Ozeki,3.96
12352,Mon épouse américaine,Ruth Ozeki/Florence Mortimer,3.96
12358,The Partly Cloudy Patriot,Sarah Vowell/Katherine Streeter,3.88
12365,The Risk Pool,Richard Russo,4.04
12366,The Whore's Child and Other Stories,Richard Russo,3.75
12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,3.88
12372,The Lay of the Land,Richard Ford,3.90
12375,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,4.47
12378,The People's Tycoon: Henry Ford and the American Century,Steven Watts,4.02
12381,Wilderness: The Lost Writings  Vol. 1,Jim Morrison,3.96
12383,When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,4.38
12395,Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,4.23
12398,Europe Central,William T. Vollmann,3.92
12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,4.43
12408,Passing,Nella Larsen/Carla Kaplan,3.85
12412,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,4.14
12417,The Poet of Tolstoy Park,Sonny Brewer,3.93
12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin,4.07
12424,Safe Conduct: An Autobiography and Other Writings,Boris Pasternak/B. Deutsch,3.82
12427,Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,4.26
12441,Traveller,Richard  Adams,3.92
12442,The Plague Dogs,Richard  Adams,3.85
12444,Maia (Beklan Empire #2),Richard  Adams,4.01
12445,The Girl in a Swing,Richard  Adams,3.52
12447,You Can't Go Home Again,Thomas Wolfe,4.04
12448,Look Homeward  Angel,Thomas Wolfe,3.93
12451,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy,4.20
12457,Boys' Life & Search and Destroy,Howard Korder,3.76
12458,Complete Plays 1920–1931,Eugene O'Neill/Travis Bogard,4.18
12461,Complete Plays 1913–1920,Eugene O'Neill/Travis Bogard,4.10
12466,The Castle in the Forest,Norman Mailer,3.14
12467,The Naked and the Dead,Norman Mailer,3.94
12468,The Executioner's Song,Norman Mailer,4.06
12473,The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer/John Buffalo Mailer,3.30
12474,The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,3.66
12477,In Cold Blood,Truman Capote,4.07
12478,Cold Blood (Lorraine Page  #2),Lynda La Plante,3.92
12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.80
12488,Cry  the Beloved Country,Alan Paton,3.90
12495,You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,3.72
12496,The Sunset Limited,Cormac McCarthy,3.96
12497,No Country for Old Men,Cormac McCarthy,4.14
12502,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,3.80
12505,The Idiot,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,4.18
12511,The Complete Idiot's Guide to Calculus,W. Michael Kelley,4.11
12513,True and False: Heresy and Common Sense for the Actor,David Mamet,3.95
12517,On Directing Film,David Mamet,3.86
12522,Book of Dreams,Jack Kerouac/Robert Creeley,3.44
12526,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,4.34
12527,Pilgrim at Tinker Creek,Annie Dillard,4.11
12528,An American Childhood,Annie Dillard,3.91
12532,For the Time Being,Annie Dillard,4.16
12533,The Maytrees,Annie Dillard,3.57
12535,Plan B: Further Thoughts on Faith,Anne Lamott,4.05
12537,All New People,Anne Lamott,3.63
12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.19
12545,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06
12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,3.83
12550,Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,4.29
